Unnamed: 0,Date & Time,Headlines,Author,Vertical,Description
130,"Last Updated: Nov 14, 2016, 09:19 PM IST",Government 'not ignorant' of need for stronger cyber security: Ravi Shankar Prasad,ET Bureau,Internet,During the Fair the ministry will showcase its various achievements under the Digital India programme.
131,"Last Updated: Jul 14, 2018, 11:03 AM IST","Pakistan resorts to shelling, firing in 4 sectors along LoC; 2 injured",PTI,Defence,Pakistani troops used 82mm mortar bombs and automatic weapons on Indian positions from 1440 hours in these sectors.
132,"Last Updated: Nov 14, 2016, 09:32 PM IST",ATM charges waived on all transactions by savings bank customers till December 30,PTI,Banking/Finance,The waiver will be applicable on transactions done by a customer through his or her own bank ATM as well those of other banks.
133,"Last Updated: Nov 14, 2016, 09:41 PM IST","Kerala HC moved for allowing cooperative banks to exchange Rs 500, Rs 1000",PTI,Politics,The petitioner bank contended that they should be allowed to do the process as they were also functioning under the provisions of Banking Regulation Act.
134,"Last Updated: Nov 14, 2016, 09:47 PM IST",Cooperation only right choice to bolster ties: Xi Jinping to Donald Trump,PTI,International,"In his first telephonic conversation since Donald Trump won the US presidential election last week, Xi Jinping congratulated him on his election victory, state-run CCTV reported."
135,"Last Updated: Nov 14, 2016, 09:48 PM IST",Mayawati hits back at Narendra Modi on 'garlands of notes' remark,PTI,Politics,"BJP leaders have accepted garlands of notes and they have no problem if Modi is garlanded with notes any number of times, said Mayawati."
136,"Last Updated: Nov 14, 2016, 10:10 PM IST",Will the law change to tax unexplained cash?,ET Bureau,Tax,All an assesse has to do to escape penalty is state that the amount has been received in the current financial year and tax has been paid on it.
137,"Last Updated: Nov 14, 2016, 10:10 PM IST",Will the law change to tax unexplained cash?,ET Bureau,Economy,All an assesse has to do to escape penalty is state that the amount has been received in the current financial year and tax has been paid on it.
138,"Last Updated: Nov 14, 2016, 10:14 PM IST",Class X board exam for CBSE schools from 2017-18: Prakash Javadekar,PTI,Services,He informed that enrolment in government school in Rajasthan has increased by 15 lakh where Utkarsh Adarsh schools have been opened at panchayat level.
139,"Last Updated: Nov 15, 2016, 11:44 AM IST",Petition filed in Pakistan court seeks extension of Raheel Sharif's tenure,PTI,Defence,The lawyer said the army chiefs in Pakistan have been given an extension in the past. The court will later fix the date for hearing the petition.
140,"Last Updated: Nov 14, 2016, 10:27 PM IST",Centre mulling simplifying DPR procedure: Jitendra Singh,PTI,Politics,Singh assured them of opening additional counters at banks working in the district so that the people can easily withdraw new notes.
141,"Last Updated: Nov 14, 2016, 10:31 PM IST","Donald Trump names Priebus, Bannon to key White House roles",PTI,International,"Trump, who would be sworn in as the 45th President of the US on January 20, made the announcement for the new White House."
142,"Last Updated: Nov 14, 2016, 10:29 PM IST",Reuters Sports News Summary,,Sports,SPORTS:Reuters Sports News Summary
143,"Last Updated: Nov 15, 2016, 05:34 AM IST",2016 likely to be hottest year on record: WMO,,Environment,
144,"Last Updated: Nov 14, 2016, 10:39 PM IST",Season ticket milestone in English lower divisions,,Sports,SOCCER-ENGLAND-LEAGUE:Season ticket milestone in English lower divisions
145,"Last Updated: Nov 14, 2016, 10:53 PM IST","Demonetisation ended terror-funding, stone-pelting: Manohar Parrikar",PTI,Politics,"Manohar Parrikar thanked Prime Minister Narendra Modi for the ""daring"" move, which, he said, will also help clamp down on the narcotic drugs."
146,"Last Updated: Nov 14, 2016, 11:00 PM IST",India and US launch $95 million clean energy projects,PTI,Energy,The USD 75 million OPIC financing is for a utility-scale PV project in Telangana.
147,"Last Updated: Nov 14, 2016, 11:29 PM IST","Sanchez fit to play for Chile despite injury worries, says coach",,Sports,"SOCCER-CHILE:Sanchez fit to play for Chile despite injury worries, says coach"
148,"Last Updated: Nov 14, 2016, 11:29 PM IST",UPDATE 1-Fox TV scores highest NFL rating this season for Cowboys-Steelers game,,Sports,SPORTS-NFL/RATINGS (UPDATE 1):UPDATE 1-Fox TV scores highest NFL rating this season for Cowboys-Steelers game
149,"Last Updated: Nov 14, 2016, 11:39 PM IST",Wawrinka proves poor substitute for Federer in Nishikori loss,,Sports,TENNIS-ATP-WAWRINKA:Wawrinka proves poor substitute for Federer in Nishikori loss
150,"Last Updated: Nov 14, 2016, 11:54 PM IST","Here’s looking at you like Jack Ma, kid!",ET Bureau,Panache,Being a very rich man’s lookalike has its advantages in the Internet Age.
151,"Last Updated: Nov 14, 2016, 11:55 PM IST",Future Group to tie up with Booker Group for cash and carry stores in India,ET Bureau,Services,"""Booker India has developed one of the lowest cost distribution networks for FMCG products through its cash and carry network in India,"" said Kishore Biyani."
152,"Last Updated: Nov 15, 2016, 12:15 AM IST",Sachin Tendulkar promoted sports-based entertainment company Smaaash to make USA foray,ET Bureau,Media/Entertainment,"Smaaash will be launched at an 80,000 square feet space at Mall of America in Bloomington, Minnesota, with an investment of close to $12 million."
153,"Last Updated: Nov 15, 2016, 12:04 AM IST",Dial-a-divorce against spirit of Islam: M J Akbar,ET Bureau,Interviews,"My position was fully and continuously written in the Telegraph, previously in Sunday and so on, says Akbar."
154,"Last Updated: Nov 15, 2016, 12:09 AM IST",Why Note 7 debacle may persist until Samsung launches a successful product,ET Bureau,Hardware,"Samsung is set to lose the top spot in the premium segment to Apple, absence, or delays, of a fresh model to create opportunity for competitors."
155,"Last Updated: Nov 15, 2016, 12:03 AM IST",Paper Boat to foray into traditional Indian snacks,ET Bureau,Cons. Products,"The foods portfolio will focus on traditional Indian snacks only, and will follow the same model as its beverages, Hector Beverages co-founder Neeraj Kakkar said."
156,"Last Updated: Nov 15, 2016, 12:01 AM IST",Holy Quran bats for gender rights: MJ Akbar,ET Bureau,Interviews,"I am asking the qazis opposing triple talaq to go research the holy Quran, said MJ Akbar."
157,"Last Updated: Nov 15, 2016, 12:04 AM IST",UPDATE 1-Tennis-Nishikori thrashes wayward Wawrinka at Tour Finals,,Sports,"TENNIS-ATP/ (UPDATE 1, PIX):UPDATE 1-Tennis-Nishikori thrashes wayward Wawrinka at Tour Finals"
158,"Last Updated: Nov 15, 2016, 12:21 AM IST",Group of secretaries to report on states slow to release Swachh Bharat funds,ET Bureau,Politics,"The group of secretaries deputed for health, sanitation and urban development is taking a critical look at the mission."
159,"Last Updated: Nov 15, 2016, 12:21 AM IST",Group of secretaries to report on states slow to release Swachh Bharat funds,ET Bureau,India Unlimited,"The group of secretaries deputed for health, sanitation and urban development is taking a critical look at the mission."
160,"Last Updated: Jul 12, 2018, 10:03 AM IST",Why is India-Japan nuclear deal important?,ET Bureau,Defence,India currently has a moratorium on nuclear testing and intends to foster stronger commercial ties with these countries in sector.
161,"Last Updated: Nov 15, 2016, 10:15 AM IST",Demonetisation: Insurers make a killing as surge in demand boosts cash carrying companies' work order,ET Bureau,Banking/Finance,Insurers are charging 2-3 times premium to hike cover for the companies carrying almost double the cash now as compared to a week ago.
162,"Last Updated: Nov 15, 2016, 12:24 AM IST",Demonetisation an Economic bomb on 125 crore people: Shiv Sena,ET Bureau,Politics,The editorial said no one in the country was opposed to taking action against those having black money but the ‘method’ chosen by the PM was wrong.
163,"Last Updated: Nov 15, 2016, 10:20 AM IST",Demonetisation: Small steel companies in secondary sector likely to be affected,ET Bureau,Ind'l Goods/Svs,"The decision is also expected to hurt rural demand, which picks up after the monsoon season, especially for construction-grade steel."
164,"Last Updated: Nov 15, 2016, 12:28 AM IST",Sheikh Hasina may visit India from December 18-20,ET Bureau,Politics,Hasina was earlier scheduled to visit between December 3-4 but the dates were shifted for a more substantive visit where few deals are expected to be inked.
165,"Last Updated: Nov 15, 2016, 12:34 AM IST",95 per cent of students appear for XII Boards in Jammu and Kashmir admist unrest in valley,ET Bureau,Politics,"Due to the non-availability of public transport, the students and their parents were seen sharing rides while many borrowed vehicles from neighbours and relatives."
166,"Last Updated: Nov 15, 2016, 10:30 AM IST","Cash crunch hits mobile sales, inventories pile up",ET Bureau,Hardware,Several brick-and-mortar retail stores across the Delhi-NCR region that ET spoke to said sales were down 70-80% from pre-demonetisation days.
167,"Last Updated: Nov 15, 2016, 12:35 AM IST",Congress' Uttar Pradesh plan leaves out Prashant Kishor,ET Bureau,Politics,PK has insisted on carrying out a Priyanka Gandhi centric election campaign all over UP. The dynamics changed after the surgical strike.
168,"Last Updated: Nov 15, 2016, 12:50 AM IST",Cash flows from treasure chest to treasury,ET Bureau,Economy,This tax bump up is expected to show up in the December quarter along with the advance tax payments for that quarter but people have flooded tax experts.
169,"Last Updated: Nov 15, 2016, 12:44 AM IST",IIM Bangalore joins hands with Goldman Sachs to launch programme for women entrepreneurs,ET Bureau,Entrepreneurship,"The programme aims to help women think of, create and initiate new ventures by providing them with early training, handholding through mentoring and incubation and support."
170,"Last Updated: Nov 15, 2016, 12:43 AM IST",New policy to look at avoiding traffic woes in metros,ET Bureau,Transportation,The document notes that even the planned cities of Chandigarh and Bhubaneswar were planned for automobiles as a “symbol of development”.
171,"Last Updated: Nov 15, 2016, 01:51 PM IST",Dairy co-operatives happy about demonetisation boost to banking transactions,ET Bureau,Economy,"Many like Amul, Karnataka Milk Federation and Mother Dairy expect to overcome resistance from farmers while transferring money to their bank accounts."
172,"Last Updated: Mar 01, 2018, 07:29 PM IST",Gautam Gambhir knows 'perform or perish' rule better,ET Bureau,Sports,"Gambhir made his Test debut in 2004. But it was only in 2008, after a couple of failed attempts, he managed to settle down in the national side."
173,"Last Updated: Nov 15, 2016, 12:47 AM IST",Hamilton’s win in rain-drenched Brazil sets stage for title showdown,ET Bureau,Sports,The Briton and the torrential Brazilian downpour that drenched the Interlagos track conspired to rain on what could have been his Mercedes teammate Nico Rosberg’s maiden championship-winning parade.
174,"Last Updated: Nov 15, 2016, 12:49 AM IST","Tata Group rift sees independent directors, board members taking sides",ET Bureau,Company,Some directors said those who expressed confidence in Mistry were sitting on the fence to protect their individual image outside by not being seen as taking sides.
175,"Last Updated: Nov 15, 2016, 12:57 AM IST",Odd-even rule cuts work commute hours: Survey,ET Bureau,Odd-even rule cuts work commute hours: Survey,The study on 'Pollution and the Work Commute: What Working Professionals Say?' had complete responses from 880 working professionals.
176,"Last Updated: Nov 15, 2016, 01:00 AM IST","Govt considers providing tax benefits, marketing support for powerloom sector",ET Bureau,Cons. Products,"This would be the second in a series of incentives for the textile sector, after a Rs 6,500 crore package announced for garments in June."
177,"Last Updated: Nov 15, 2016, 01:20 AM IST","Without cash component, land deals on ground zero",ET Bureau,Services,"Debt-laden developers in the country’s key property markets — Mumbai, Bengaluru, Chennai and the National Capital Region (NCR) — have been struggling with slow sales."
178,"Last Updated: Nov 15, 2016, 01:02 AM IST","Non-banking finance companies fret about defaults, send SOS",ET Bureau,Banking/Finance,"A large part of loans are given to people who repay on a daily basis through cash collections like transport operators, farmers, equipment hirers, SMEs and small traders."
